Movie Name,Year,Genre,Language
Dum Laga Ke Haisha,2015,"Comedy,Drama,Romance",hi
Badmashiyaan,2015,"Comedy,Romance",hi
Coffee Bloom,2015,"Drama,Romance",hi
Dirty Politics,2015,"Drama,Thriller",hi
Hey Bro,2015,"Action,Comedy,Drama",hi
NH10,2015,"Crime,Action,Drama,Thriller",hi
Hunterrr,2015,"Drama,Romance",hi
Barkhaa,2015,"Drama,Romance",hi
Yahaan Sabki Lagi Hai,2015,"Adventure,Comedy,Drama",hi
Detective Byomkesh Bakshy!,2015,"Action,Mystery,Drama",hi
Luckhnowi Ishq,2015,Drama,hi
Dharam Sankat Mein,2015,"Comedy,Drama,Family,Fantasy,Mystery",hi
Ek Paheli Leela,2015,"Romance,Music,Thriller",hi
Margarita with a Straw,2015,Drama,hi
Mr. X,2015,"Action,Science Fiction,Thriller",hi
Ishq Ke Parindey,2015,"Music,Romance",hi
Kaagaz Ke Fools,2015,Comedy,hi
Gabbar Is Back,2015,"Drama,Action",hi
Kuch Kuch Locha Hai,2015,"Comedy,Drama",hi
Piku,2015,"Comedy,Drama",hi
Bombay Velvet,2015,"Crime,Thriller",hi
Tanu Weds Manu: Returns,2015,"Comedy,Romance",hi
Waiting,2016,"Comedy,Drama",hi
Ishqedarriyaan,2015,Romance,hi
Welcome 2 Karachi,2015,Comedy,hi
Hamari Adhuri Kahani,2015,Drama,hi
ABCD 2,2015,Music,hi
Bezubaan Ishq,2015,Music,hi
I Love NY,2015,"Romance,Comedy",hi
Bajrangi Bhaijaan,2015,"Action,Comedy,Drama",hi
Aisa Yeh Jahaan,2015,Drama,hi
Masaan,2015,Drama,hi
Bangistan,2015,"Comedy,Drama",hi
Gour Hari Dastaan,2015,Drama,hi
All Is Well,2015,"Romance,Comedy,Drama",hi
Kaun Kitney Paani Mein,2015,"Drama,Comedy,Family",hi
Welcome Back,2015,"Action,Comedy",hi
Hero,2015,"Romance,Action,Drama",hi
Katti Batti,2015,"Comedy,Romance,Drama",hi
Kis Kisko Pyaar Karoon,2015,"Comedy,Romance",hi
Bhaag Johnny,2015,Thriller,hi
Singh Is Bliing,2015,"Action,Comedy",hi
Talvar,2015,"Thriller,Drama,Mystery",hi
Jazbaa,2015,"Thriller,Action",hi
Bumper Draw,2015,Comedy,hi
Pyaar Ka Punchnama 2,2015,"Romance,Comedy,Drama",hi
Wedding Pullav,2015,"Romance,Comedy",hi
Shaandaar,2015,"Comedy,Romance",hi
Titli,2015,"Drama,Action,Crime",hi
Main Aur Charles,2015,"Drama,Crime",hi
Once Upon a Time in Bihar,2015,Thriller,hi
Guddu Ki Gun,2015,Comedy,hi
Love Exchange,2015,Romance,hi
Ranbanka,2015,"Action,Thriller",hi
Prem Ratan Dhan Payo,2015,"Romance,Music,Drama,Action",hi
Angry Indian Goddesses,2015,"Comedy,Drama",hi
Hate Story 3,2015,"Thriller,Drama",hi
Kajarya,2015,Drama,hi
Bajirao Mastani,2015,"History,Romance,Drama",hi
Mr Joe B. Carvalho,2014,Comedy,hi
Dedh Ishqiya,2014,"Comedy,Drama,Romance",hi
Yaariyan,2014,"Drama,Romance",hi
Karle Pyaar Karle,2014,"Action,Romance",hi
Miss Lovely,2014,"Drama,Crime",hi
Jai Ho,2014,"Action,Drama",hi
One by Two,2014,"Comedy,Drama,Romance",hi
Babloo Happy Hai,2014,"Comedy,Drama,Romance",hi
Hasee Toh Phasee,2014,"Comedy,Romance",hi
Heartless,2014,"Drama,Family,Romance",hi
Gunday,2014,"Action,Crime,Drama",hi
Darr @ the Mall,2014,"Horror,Thriller",hi
Gulabi Gang,2012,Documentary,hi
Karar: The Deal,2014,"Thriller,Romance",hi
Shaadi Ke Side Effects,2014,"Comedy,Romance",hi
Gulaab Gang,2014,Drama,hi
Queen,2014,"Comedy,Drama",hi
Total Siyapaa,2014,"Romance,Comedy",hi
Bewakoofiyaan,2014,"Romance,Comedy,Drama",hi
Ankhon Dekhi,2014,"Comedy,Drama",hi
Lakshmi,2014,Drama,hi
Ragini MMS 2,2014,Horror,hi
Dishkiyaoon,2014,"Action,Thriller",hi
O Teri,2014,"Drama,Comedy",hi
Station,2014,"Crime,Drama,Thriller",hi
Youngistaan,2014,"Drama,Romance",hi
Main Tera Hero,2014,"Romance,Comedy",hi
Bhoothnath Returns,2014,"Comedy,Drama,Fantasy",hi
2 States,2014,"Comedy,Romance,Drama",hi
Dekh Tamasha Dekh,2014,Comedy,hi
Revolver Rani,2014,"Action,Crime,Comedy",hi
Samrat & Co.,2014,"Action,Mystery,Crime,Thriller,Romance",hi
Purani Jeans,2014,Romance,hi
Kya Dilli Kya Lahore,2014,"Drama,History,War",hi
Kahin Hai Mera Pyar,2014,"Drama,Music,Romance",hi
Hawaa Hawaai,2014,"Drama,Family",hi
Mastram,2014,Drama,hi
Yeh Hai Bakrapur,2014,"Drama,Comedy",hi
The Xposé,2014,"Thriller,Drama,Crime",hi
Children of War,2014,"Drama,History,War",hi
Heropanti,2014,"Romance,Action",hi
Filmistaan,2014,Comedy,hi
Fugly,2014,"Comedy,Drama,Thriller",hi
Machhli Jal Ki Rani Hai,2014,Horror,hi
Humshakals,2014,Comedy,hi
Ek Villain,2014,"Action,Crime,Thriller",hi
Bobby Jasoos,2014,"Drama,Action,Comedy",hi
Lekar Hum Deewana Dil,2014,"Romance,Comedy",hi
Humpty Sharma Ki Dulhania,2014,"Drama,Comedy,Romance",hi
Hate Story 2,2014,"Drama,Thriller",hi
Riyasat,2014,Crime,hi
Amit Sahni Ki List,2014,"Romance,Comedy",hi
Pizza,2014,"Thriller,Horror",hi
Kick,2014,"Action,Romance,Comedy,Crime",hi
Singham Returns,2014,Action,hi
Mad About Dance,2014,"Music,Drama",hi
Mardaani,2014,"Action,Crime,Drama,Thriller",hi
Raja Natwarlal,2014,"Thriller,Drama,Mystery,Crime",hi
Mary Kom,2014,"Action,Drama,History",hi
Daawat-e-Ishq,2014,"Drama,Romance,Comedy",hi
Chaarfutiya Chhokare,2014,"Drama,Thriller",hi
Desi Kattey,2014,"Action,Drama",hi
Bang Bang!,2014,"Action,Adventure,Comedy,Romance",hi
Haider,2014,"Crime,Action,Drama,Romance",hi
Spark,2014,Action,hi
Tamanchey,2014,"Crime,Romance",hi
Mumbai 125 KM,2014,Horror,hi
Sonali Cable,2014,"Drama,Romance",hi
Happy New Year,2014,"Action,Comedy,Crime",hi
Fireflies,2014,"Drama,Family",hi
Super Nani,2014,"Family,Drama",hi
Rang Rasiya,2014,"Drama,History",hi
The Shaukeens,2014,Comedy,hi
Kill Dil,2014,"Action,Drama,Romance",hi
Happy Ending,2014,Comedy,hi
Ungli,2014,"Thriller,Comedy,Drama",hi
Zed Plus,2014,"Drama,Comedy",hi
Zid,2014,"Thriller,Romance",hi
Action Jackson,2014,"Action,Thriller",hi
Mumbai Delhi Mumbai,2014,"Comedy,Romance",hi
Sulemani Keeda,2014,"Romance,Comedy",hi
Main Aur Mr. Riight,2014,"Romance,Comedy",hi
PK,2014,"Comedy,Drama,Science Fiction",hi
Ugly,2013,"Thriller,Drama,Mystery,Crime",hi
Table No. 21,2013,"Adventure,Thriller",hi
Dehraadun Diary,2013,Thriller,hi
Matru Ki Bijlee Ka Mandola,2013,"Comedy,Drama",hi
Mumbai Mirror,2013,"Action,Crime,Thriller",hi
Race 2,2013,Thriller,hi
Akaash Vani,2013,"Romance,Drama",hi
Main Krishna Hoon,2013,"Animation,Family",hi
Deewana Main Deewana,2013,"Comedy,Romance,Thriller",hi
David,2013,"Action,Crime,Drama,Romance",hi
Special 26,2013,"Crime,Drama,Thriller",hi
Jayantabhai Ki Luv Story,2013,"Action,Comedy,Romance",hi
Murder 3,2013,"Thriller,Drama,Mystery",hi
Kai Po Che!,2013,Drama,hi
Zila Ghaziabad,2013,"Action,Crime,Drama",hi
Bloody Isshq,2013,Romance,hi
Saare Jahaan Se Mehnga,2013,"Comedy,Drama",hi
Mere Dad Ki Maruti,2013,Comedy,hi
Rangrezz,2013,"Action,Drama",hi
Chashme Baddoor,2013,"Comedy,Drama",hi
Ek Thi Daayan,2013,"Horror,Romance,Thriller",hi
Aashiqui 2,2013,"Drama,Romance",hi
Shootout at Wadala,2013,"Action,Crime,Drama,History",hi
Bombay Talkies,2013,"Drama,Romance",hi
Go Goa Gone,2013,"Comedy,Horror",hi
Gippi,2013,"Romance,Comedy",hi
Aurangzeb,2013,"Thriller,Action,Drama",hi
Ishkq in Paris,2013,"Comedy,Romance",hi
Yeh Jawaani Hai Deewani,2013,"Romance,Comedy",hi
Yamla Pagla Deewana 2,2013,"Action,Comedy",hi
Ankur Arora Murder Case,2013,"Drama,Thriller",hi
Raanjhanaa,2013,"Drama,Romance",hi
Enemmy,2013,Action,hi
Shortcut Romeo,2013,"Action,Crime,Drama",hi
Ghanchakkar,2013,"Comedy,Crime,Thriller",hi
Policegiri,2013,"Action,Comedy",hi
Bhaag Milkha Bhaag,2013,"History,Action,Drama",hi
Sixteen,2013,"Drama,Romance,Thriller",hi
B.A. Pass,2012,Drama,hi
Ramaiya Vastavaiya,2013,"Romance,Action,Comedy",hi
Ship of Theseus,2012,Drama,hi
Issaq,2013,Romance,hi
Bajatey Raho,2013,"Comedy,Drama,Thriller",hi
Nasha,2013,"Drama,Romance,Thriller",hi
Chor Chor Super Chor,2013,"Thriller,Comedy,Drama",hi
Calapor,2013,Drama,hi
Chennai Express,2013,"Romance,Comedy,Action",hi
Madras Cafe,2013,"Thriller,Drama,Action",hi
Satyagraha,2013,Drama,hi
Zanjeer,2013,"Action,Crime,Drama",hi
Shuddh Desi Romance,2013,"Drama,Romance",hi
Siddharth,2013,Drama,hi
John Day,2013,Drama,hi
Horror Story,2013,Horror,hi
Phata Poster Nikhla Hero,2013,"Action,Comedy",hi
The Lunchbox,2013,"Drama,Romance",hi
Maazii,2013,"Crime,Thriller,Drama",hi
Super Model,2013,"Drama,Romance",hi
Besharam,2013,"Comedy,Action",hi
Paapi - Ek Satya Katha,2013,Crime,hi
Boss,2013,"Action,Comedy,Drama",hi
Shahid,2013,"Drama,Crime",hi
Dilli Gang,2013,Thriller,hi
Mickey Virus,2013,"Comedy,Thriller",hi
Ishk Actually,2013,"Romance,Drama",hi
Krrish 3,2013,"Action,Science Fiction",hi
Satya 2,2013,"Crime,Drama",hi
Rajjo,2013,"Romance,Drama",hi
Goliyon Ki Raasleela Ram-Leela,2013,"Drama,Romance",hi
Gori Tere Pyaar Mein,2013,"Comedy,Romance",hi
Bullett Raja,2013,"Action,Crime,Drama",hi
R... Rajkumar,2013,"Action,Romance",hi
Jackpot,2013,"Comedy,Thriller",hi
What the Fish,2013,"Adventure,Comedy,Drama",hi
Dhoom 3,2013,"Action,Crime,Thriller",hi
Players,2012,"Action,Crime,Thriller",hi
Chaalis Chauraasi,2012,"Crime,Drama,Thriller",hi
Agneepath,2012,"Action,Crime,Drama",hi
Gali Gali Chor Hai,2012,"Drama,Action",hi
Staying Alive,2012,Drama,hi
Ek Main Aur Ekk Tu,2012,"Drama,Comedy,Romance",hi
Ekk Deewana Tha,2012,Romance,hi
Jodi Breakers,2012,"Comedy,Romance",hi
Tere Naal Love Ho Gaya,2012,"Drama,Comedy,Romance",hi
"London, Paris, New York",2012,Romance,hi
Paan Singh Tomar,2012,"Crime,Drama",hi
Will You Marry Me?,2012,Drama,hi
Kahaani,2012,"Mystery,Thriller",hi
Chaar Din Ki Chandni,2012,"Comedy,Romance",hi
Say Yes to Love,2012,Romance,hi
Agent Vinod,2012,Action,hi
Bumboo,2012,Comedy,hi
Housefull 2,2012,"Action,Comedy,Music,Romance",hi
Vicky Donor,2012,"Comedy,Romance",hi
Hate Story,2012,"Drama,Thriller",hi
Tezz,2012,"Drama,Action,Thriller",hi
Jannat 2,2012,"Action,Romance",hi
Fatso!,2012,"Comedy,Romance",hi
Ishaqzaade,2012,"Drama,Action,Romance",hi
Department,2012,"Action,Thriller",hi
Arjun: The Warrior Prince,2012,"Action,Animation",hi
Rakhtbeej,2012,Thriller,hi
Rowdy Rathore,2012,"Action,Comedy,Crime",hi
Shanghai,2012,"Drama,Thriller",hi
Ferrari Ki Sawaari,2012,"Family,Comedy",hi
Teri Meri Kahaani,2012,"Comedy,Drama,Romance",hi
Bol Bachchan,2012,"Comedy,Action",hi
3 Bachelors,2012,"Comedy,Romance",hi
Cocktail,2012,"Romance,Drama,Comedy",hi
Challo Driver,2012,"Romance,Comedy",hi
Mere Dost Picture Abhi Baki Hai,2012,Comedy,hi
Kyaa Super Kool Hain Hum,2012,Drama,hi
Aalaap,2012,Drama,hi
Jism 2,2012,Thriller,hi
Ek Tha Tiger,2012,"Action,Romance,Thriller",hi
Shirin Farhad Ki Toh Nikal Padi,2012,Romance,hi
From Sydney with Love,2012,"Comedy,Romance",hi
Chal Pichchur Banate Hain,2012,"Drama,Comedy",hi
Barfi!,2012,"Drama,Romance,Comedy",hi
Jeena Hai Toh Thok Daal,2012,Drama,hi
Heroine,2012,Drama,hi
Kamaal Dhamaal Malamaal,2012,"Comedy,Drama",hi
English Vinglish,2012,"Comedy,Drama,Family",hi
Kismat Love Paisa Dilli,2012,"Crime,Adventure,Comedy",hi
Aiyyaa,2012,"Romance,Comedy",hi
Chittagong,2012,"War,Action,Drama",hi
Bhoot Returns,2012,Horror,hi
Student of the Year,2012,"Comedy,Drama,Music",hi
Chakravyuh,2012,Thriller,hi
Ajab Gazabb Love,2012,Romance,hi
Luv Shuv Tey Chicken Khurana,2012,Comedy,hi
Sons of Ram,2012,"Animation,Drama",hi
Jab Tak Hai Jaan,2012,"Drama,Romance",hi
Khiladi 786,2012,"Action,Comedy",hi
Dabangg 2,2012,"Action,Comedy,Crime",hi
Morbius,2022,"Action,Science Fiction,Fantasy",en
The Bubble,2022,Comedy,en
The Contractor,2022,"Action,Adventure,Thriller",en
Better Nate Than Ever,2022,"Music,Family,Comedy",en
Sonic the Hedgehog 2,2022,"Action,Adventure,Family,Comedy",en
Ambulance,2022,"Thriller,Action",en
All the Old Knives,2022,"Thriller,Action",en
Metal Lords,2022,"Comedy,Drama,Music",en
Father Stu,2022,Drama,en
Fantastic Beasts: The Secrets of Dumbledore,2022,"Fantasy,Adventure,Family",en
Dual,2022,"Science Fiction,Comedy",en
Choose or Die,2022,"Horror,Thriller,Science Fiction",en
Titanic 666,2022,"Mystery,Thriller,Horror",en
The Bad Guys,2022,"Animation,Action,Adventure,Crime,Comedy,Family",en
The Northman,2022,"Action,Adventure,Fantasy",en
The Unbearable Weight of Massive Talent,2022,"Action,Comedy,Crime",en
Polar Bear,2022,Documentary,en
The Survivor,2022,"History,Action,Drama",en
Memory,2022,"Action,Thriller,Crime",en
Crush,2022,"Comedy,Romance",en
Fortress: Sniper's Eye,2022,"Action,Thriller,Crime",en
Green Ghost and the Masters of the Stone,2022,"Action,Fantasy,Comedy",en
Corrective Measures,2022,"Science Fiction,Action,Thriller,Adventure",en
Doctor Strange in the Multiverse of Madness,2022,"Fantasy,Action,Adventure",en
Along for the Ride,2022,"Romance,Drama",en
Marmaduke,2022,"Animation,Family,Comedy,Adventure",en
Escape the Field,2022,"Thriller,Horror",en
Operation Mincemeat,2022,"War,History,Drama",en
Senior Year,2022,Comedy,en
Firestarter,2022,"Science Fiction,Thriller,Horror",en
Sneakerella,2022,"Music,Comedy,Family",en
On the Count of Three,2022,"Comedy,Drama",en
Private Property,2022,"Thriller,Drama",en
Family Camp,2022,"Comedy,Family",en
Montana Story,2022,Drama,en
Vendetta,2022,Action,en
Downton Abbey: A New Era,2022,"Drama,Romance",en
Chip 'n Dale: Rescue Rangers,2022,"Animation,Family,Comedy,Adventure,Mystery",en
Good Mourning,2022,Comedy,en
The Valet,2022,"Comedy,Romance",en
Emergency,2022,"Comedy,Drama,Thriller",en
Top Gun: Maverick,2022,"Action,Drama",en
The Bob's Burgers Movie,2022,"Animation,Adventure,Comedy",en
Zero Contact,2022,"Science Fiction,Thriller",en
Hollywood Stargirl,2022,"Comedy,Romance,Music",en
Crimes of the Future,2022,"Horror,Science Fiction",en
Benediction,2021,"Drama,History,War",en
Interceptor,2022,"Action,Thriller,Adventure",en
Fire Island,2022,"Comedy,Romance",en
Watcher,2022,"Horror,Mystery,Thriller",en
Dashcam,2022,"Horror,Thriller",en
White Elephant,2022,"Action,Crime,Thriller",en
Hustle,2022,"Drama,Comedy",en
Jurassic World Dominion,2022,"Adventure,Action,Science Fiction",en
Father of the Bride,2022,"Romance,Comedy",en
Lightyear,2022,"Animation,Action,Adventure,Family,Science Fiction",en
Spiderhead,2022,"Science Fiction,Thriller",en
Jerry & Marge Go Large,2022,"Comedy,Drama",en
Cha Cha Real Smooth,2022,"Comedy,Drama,Romance",en
Mid-Century,2022,"Horror,Thriller",en
Abandoned,2022,"Horror,Mystery,Thriller",en
Beavis and Butt-Head Do the Universe,2022,"Animation,Comedy,Science Fiction",en
Elvis,2022,"Drama,Music,History",en
The Black Phone,2022,"Horror,Thriller",en
The Man from Toronto,2022,"Action,Adventure,Comedy",en
The Sea Beast,2022,"Animation,Adventure,Family,Fantasy",en
Marcel the Shell with Shoes On,2022,"Animation,Comedy,Drama,Family",en
Rise,2022,Drama,en
Press Play,2022,"Music,Romance,Science Fiction",en
Beauty,2022,"Romance,Drama,Music",en
Minions: The Rise of Gru,2022,"Animation,Comedy,Family",en
The Forgiven,2022,Drama,en
Mr. Malcolm's List,2022,"Comedy,Drama,Romance",en
The Princess,2022,"Action,Fantasy",en
Hot Seat,2022,Thriller,en
"Hello, Goodbye, and Everything in Between",2022,"Romance,Drama",en
Thor: Love and Thunder,2022,"Fantasy,Action,Comedy",en
The Gray Man,2022,"Action,Thriller",en
Where the Crawdads Sing,2022,"Mystery,Drama,Thriller",en
Paws of Fury: The Legend of Hank,2022,"Animation,Action,Adventure,Comedy,Family,Western",en
Persuasion,2022,"Romance,Drama,Comedy",en
Gone in the Night,2022,"Thriller,Mystery,Drama",en
1Up,2022,Comedy,en
Wrong Place,2022,Thriller,en
Don't Make Me Go,2022,Drama,en
He's Watching,2022,Horror,en
Nope,2022,"Horror,Mystery,Science Fiction",en
Anything's Possible,2022,"Romance,Comedy,Drama",en
Alone Together,2022,"Romance,Drama",en
DC League of Super-Pets,2022,"Animation,Action,Family,Comedy,Science Fiction",en
Thirteen Lives,2022,"Drama,Thriller,Action,Adventure",en
Vengeance,2022,"Thriller,Mystery,Comedy",en
Sharp Stick,2022,Comedy,en
Not Okay,2022,"Comedy,Drama",en
Paradise Highway,2022,"Thriller,Crime,Drama",en
Resurrection,2022,"Thriller,Mystery,Horror,Drama",en
A Love Song,2022,"Drama,Romance",en
Honor Society,2022,Comedy,en
Allegoria,2022,Horror,en
Bullet Train,2022,"Action,Comedy,Thriller",en
Luck,2022,"Animation,Adventure,Comedy,Fantasy",en
Easter Sunday,2022,Comedy,en
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,"Animation,Action,Science Fiction",en
Bodies Bodies Bodies,2022,"Comedy,Horror,Thriller,Mystery",en
They/Them,2022,"Horror,Thriller",en
Secret Headquarters,2022,"Action,Adventure,Comedy,Science Fiction,Family",en
Day Shift,2022,"Action,Fantasy,Horror,Comedy",en
Mack & Rita,2022,"Comedy,Fantasy",en
Fall,2022,Thriller,en
Emily the Criminal,2022,"Crime,Drama,Thriller",en
Summering,2022,Drama,en
Beast,2022,"Thriller,Action,Horror,Adventure,Drama",en
Orphan: First Kill,2022,"Horror,Thriller",en
Spin Me Round,2022,"Romance,Comedy",en
Delia's Gone,2022,"Mystery,Thriller,Crime,Drama",en
Three Thousand Years of Longing,2022,"Drama,Adventure,Fantasy,Romance",en
Samaritan,2022,"Action,Crime,Fantasy,Science Fiction",en
Me Time,2022,Comedy,en
Breaking,2022,"Crime,Drama,Thriller",en
Funny Pages,2022,Comedy,en
Honk for Jesus. Save Your Soul.,2022,Comedy,en
Gigi & Nate,2022,Drama,en
Wire Room,2022,"Action,Crime,Thriller",en
One Way,2022,"Action,Crime,Thriller",en
After Ever Happy,2022,"Romance,Drama",en
Pinocchio,2022,"Fantasy,Adventure,Family",en
Barbarian,2022,"Horror,Mystery,Thriller",en
End of the Road,2022,"Crime,Drama",en
Lifemark,2022,Drama,en
Flight/Risk,2022,Documentary,en
Clerks III,2022,Comedy,en
The Woman King,2022,"Action,Drama,History",en
See How They Run,2022,"Mystery,Comedy,Thriller",en
Blonde,2022,Drama,en
Pearl,2022,Horror,en
Do Revenge,2022,Comedy,en
The Silent Twins,2022,Drama,en
"Confess, Fletch",2022,"Crime,Comedy,Mystery",en
Moonage Daydream,2022,"Documentary,Music",en
God's Country,2022,"Mystery,Thriller,Western,Drama",en
Goodnight Mommy,2022,"Horror,Drama,Thriller",en
Running the Bases,2022,Drama,en
Jeepers Creepers: Reborn,2022,"Horror,Thriller,Mystery",en
Don't Worry Darling,2022,"Thriller,Mystery,Science Fiction",en
Catherine Called Birdy,2022,"Adventure,Comedy",en
Lou,2022,"Action,Thriller",en
On the Come Up,2022,"Drama,Music",en
A Jazzman's Blues,2022,"Drama,Romance",en
The Munsters,2022,"Comedy,Fantasy",en
Smile,2022,"Horror,Mystery,Thriller",en
Bros,2022,"Comedy,Romance",en
Hocus Pocus 2,2022,"Fantasy,Comedy,Family",en
The Greatest Beer Run Ever,2022,"Drama,Comedy,War,History",en
The Good House,2022,"Romance,Drama,Comedy",en
Luckiest Girl Alive,2022,"Drama,Thriller,Mystery",en
God's Creatures,2022,Drama,en
Dead for a Dollar,2022,"Western,Thriller",en
My Best Friend's Exorcism,2022,"Horror,Comedy",en
Hot Take: The Depp/Heard Trial,2022,"Drama,History,Thriller,Crime",en
Mr. Harrigan's Phone,2022,"Drama,Thriller,Horror,Mystery",en
Terrifier 2,2022,"Horror,Thriller",en
"Lyle, Lyle, Crocodile",2022,"Comedy,Family,Music",en
Amsterdam,2022,"Comedy,Crime,Thriller,Mystery",en
Hellraiser,2022,"Horror,Mystery",en
Significant Other,2022,"Science Fiction,Thriller,Horror,Mystery",en
The Redeem Team,2022,Documentary,en
Halloween Ends,2022,"Horror,Thriller",en
Till,2022,"Drama,History",en
Rosaline,2022,"Romance,Drama,Comedy",en
Raymond & Ray,2022,"Drama,Comedy",en
Stars at Noon,2022,"Drama,Romance,Thriller",en
The Curse of Bridge Hollow,2022,"Adventure,Comedy,Horror,Family",en
Bitch Ass,2022,"Horror,Mystery,Thriller",en
The School for Good and Evil,2022,Fantasy,en
The Good Nurse,2022,"Drama,Crime,Mystery",en
V/H/S/99,2022,"Horror,Thriller",en
Black Adam,2022,"Action,Adventure,Science Fiction,Fantasy",en
Ticket to Paradise,2022,"Romance,Comedy",en
Wendell & Wild,2022,"Animation,Comedy,Fantasy,Adventure",en
The Banshees of Inisherin,2022,"Drama,Comedy",en
My Policeman,2022,"Drama,Romance",en
Aftersun,2022,Drama,en
Detective Knight: Rogue,2022,"Action,Crime,Thriller",en
Armageddon Time,2022,Drama,en
Call Jane,2022,"Drama,History",en
Causeway,2022,Drama,en
Prey for the Devil,2022,"Horror,Thriller",en
Run Sweetheart Run,2020,"Thriller,Horror",en
The Wonder,2022,"Drama,Mystery",en
The Independent,2022,"Thriller,Drama",en
Enola Holmes 2,2022,"Adventure,Mystery,Comedy,Crime",en
My Father's Dragon,2022,"Animation,Adventure,Family,Fantasy,Comedy",en
Weird: The Al Yankovic Story,2022,"Music,Comedy",en
The Estate,2022,"Comedy,Drama",en
The Minute You Wake Up Dead,2022,"Thriller,Crime",en
On the Line,2022,Thriller,en
Dear Zoe,2022,Drama,en
Something in the Dirt,2022,"Science Fiction,Mystery",en
Good Night Oppy,2022,Documentary,en
Guillermo del Toro's Pinocchio,2022,"Animation,Fantasy,Drama,Music",en
Falling for Christmas,2022,"Romance,Comedy,Family",en
Black Panther: Wakanda Forever,2022,"Action,Adventure,Science Fiction",en
The Fabelmans,2022,Drama,en
Spirited,2022,Comedy,en
Is That Black Enough for You?!?,2022,Documentary,en
Paradise City,2022,"Action,Crime,Thriller",en
Poker Face,2022,Thriller,en
A Christmas Story Christmas,2022,"Family,Comedy,Drama",en
Christmas with You,2022,"Romance,Comedy",en
She Said,2022,"Drama,History",en
The Menu,2022,"Horror,Thriller,Comedy",en
Disenchanted,2022,"Comedy,Family,Fantasy",en
Slumberland,2022,"Family,Fantasy",en
The Inspection,2022,Drama,en
Scrooge: A Christmas Carol,2022,"Animation,Family,Fantasy",en
Lamborghini: The Man Behind the Legend,2022,"Drama,History",en
The People We Hate at the Wedding,2022,Comedy,en
Prancer: A Christmas Tale,2022,"Family,Fantasy",en
Strange World,2022,"Animation,Family,Adventure,Science Fiction",en
Glass Onion: A Knives Out Mystery,2022,"Comedy,Crime,Mystery",en
Devotion,2022,"War,Drama,Action",en
Nanny,2022,"Drama,Horror",en
A Christmas Mystery,2022,"Family,Comedy,Drama,Mystery",en
Holiday Harmony,2022,"Romance,Comedy,Music",en
The Noel Diary,2022,"Romance,Comedy,Drama",en
White Noise,2022,"Comedy,Drama,Science Fiction",en
A Hollywood Christmas,2022,"Comedy,Romance",en
Violent Night,2022,"Action,Comedy,Crime,Thriller",en
Emancipation,2022,"Drama,War,History",en
Spoiler Alert,2022,"Comedy,Drama,Romance",en
Diary of a Wimpy Kid: Rodrick Rules,2022,"Animation,Comedy,Family",en
Darby and the Dead,2022,"Comedy,Fantasy",en
Lady Chatterley's Lover,2022,"Drama,Romance",en
The Eternal Daughter,2022,"Drama,Mystery",en
Empire of Light,2022,"Drama,Romance",en
Night at the Museum: Kahmunrah Rises Again,2022,"Animation,Comedy,Family,Fantasy",en
The Whale,2022,Drama,en
Something from Tiffany's,2022,"Romance,Comedy",en
Detective Knight: Redemption,2022,"Action,Thriller",en
The Mean One,2022,"Horror,Comedy",en
5000 Blankets,2022,Drama,en
Avatar: The Way of Water,2022,"Science Fiction,Adventure,Action",en
Puss in Boots: The Last Wish,2022,"Animation,Family,Fantasy,Adventure,Comedy",en
Wildcat,2022,Documentary,en
Babylon,2022,"Drama,Comedy",en
Whitney Houston: I Wanna Dance with Somebody,2022,"Music,History,Drama",en
The Pale Blue Eye,2022,Crime,en
Women Talking,2022,Drama,en
A Man Called Otto,2022,"Comedy,Drama",en
"Alice, Darling",2022,"Thriller,Mystery,Drama",en
Shadow in the Cloud,2020,"Horror,Action,War",en
The White Tiger,2021,Drama,en
Locked Down,2021,"Comedy,Crime,Drama",en
The Dig,2021,"Drama,History",en
Outside the Wire,2021,"Thriller,Action,Science Fiction",en
The Marksman,2021,Action,en
The Ultimate Playlist of Noise,2021,"Drama,Music",en
American Skin,2019,"Crime,Drama",en
Don't Tell a Soul,2020,Crime,en
Our Friend,2019,"Drama,Romance",en
Born a Champion,2021,"Action,Drama",en
Penguin Bloom,2021,Drama,en
The Little Things,2021,"Crime,Drama,Thriller",en
Finding ʻOhana,2021,"Adventure,Action,Comedy,Family",en
Nomadland,2021,Drama,en
Malcolm & Marie,2021,"Drama,Romance",en
Palmer,2021,Drama,en
Falling,2020,Drama,en
Bliss,2021,"Science Fiction,Romance,Drama",en
Little Fish,2021,"Romance,Science Fiction,Drama",en
Son of the South,2021,"History,Drama",en
PVT Chat,2021,Drama,en
Music,2021,"Music,Drama",en
Judas and the Black Messiah,2021,"Drama,History",en
The Mauritanian,2021,"Drama,Thriller",en
Breaking News in Yuba County,2021,"Comedy,Drama,Crime",en
Minari,2021,Drama,en
To All the Boys: Always and Forever,2021,"Romance,Comedy,Drama",en
The World to Come,2021,"Romance,Drama,Western",en
French Exit,2021,"Comedy,Drama",en
Land,2021,Drama,en
Willy's Wonderland,2021,"Action,Horror,Comedy",en
The Map of Tiny Perfect Things,2021,"Fantasy,Romance",en
Fear of Rain,2021,"Thriller,Horror,Drama",en
