Movie Name,Year,Genre,Language
I Care a Lot,2021,"Comedy,Crime,Thriller,Drama",en
Flora & Ulysses,2021,"Family,Adventure,Comedy,Fantasy",en
Silk Road,2021,"Crime,Thriller",en
Tom & Jerry,2021,"Comedy,Family,Animation",en
The United States vs. Billie Holiday,2021,"Music,Drama,History",en
Cherry,2021,"Drama,Crime",en
Crisis,2021,"Thriller,Crime,Drama",en
Billie Eilish: The World's a Little Blurry,2021,"Documentary,Music",en
The Vigil,2020,"Horror,Thriller,Mystery",en
Moxie,2021,"Comedy,Drama,Music",en
Coming 2 America,2021,Comedy,en
The SpongeBob Movie: Sponge on the Run,2020,"Family,Animation,Fantasy,Adventure,Comedy",en
Raya and the Last Dragon,2021,"Animation,Family,Fantasy,Action,Adventure",en
Chaos Walking,2021,"Fantasy,Science Fiction,Adventure",en
Boss Level,2021,"Action,Science Fiction,Thriller",en
Boogie,2021,Drama,en
Yes Day,2021,"Family,Comedy",en
Cosmic Sin,2021,"Action,Adventure,Science Fiction",en
Zack Snyder's Justice League,2021,"Action,Adventure,Fantasy",en
The Courier,2020,"Thriller,History,Drama,Action",en
City of Lies,2018,"Crime,Thriller,Drama",en
Happily,2021,"Comedy,Romance,Science Fiction,Thriller",en
Nobody,2021,"Action,Crime,Thriller",en
Bad Trip,2021,Comedy,en
The Seventh Day,2021,Horror,en
Senior Moment,2021,"Comedy,Romance",en
Godzilla vs. Kong,2021,"Action,Fantasy,Science Fiction",en
Concrete Cowboy,2020,"Drama,Western",en
The Unholy,2021,"Horror,Mystery",en
Every Breath You Take,2021,Thriller,en
Shiva Baby,2021,"Comedy,Drama",en
The Girl Who Believes in Miracles,2021,"Family,Drama",en
Dawn of the Beast,2021,"Horror,Thriller",en
Voyagers,2021,"Science Fiction,Thriller",en
Thunder Force,2021,"Action,Adventure,Comedy,Science Fiction",en
Arlo the Alligator Boy,2021,"Animation,Comedy,Family",en
Monday,2020,"Drama,Romance",en
In the Earth,2021,"Horror,Science Fiction,Thriller",en
Stowaway,2022,Thriller,en
Mortal Kombat,2021,"Action,Fantasy,Adventure",en
The Mitchells vs. the Machines,2021,"Animation,Adventure,Comedy",en
Vanquish,2021,"Action,Crime,Thriller",en
Together Together,2021,Comedy,en
We Broke Up,2021,"Romance,Comedy",en
The Deep Ones,2021,"Horror,Science Fiction",en
Things Heard & Seen,2021,Horror,en
The Virtuoso,2021,"Thriller,Crime",en
Four Good Days,2021,Drama,en
Separation,2021,"Horror,Drama",en
The Resort,2021,Horror,en
Wrath of Man,2021,"Action,Adventure,Crime,Thriller",en
The Paper Tigers,2020,"Action,Comedy",en
Mainstream,2021,"Comedy,Drama",en
The Water Man,2020,Adventure,en
Here Today,2021,"Comedy,Drama",en
Reboot Camp,2020,Comedy,en
Benny Loves You,2019,"Horror,Comedy",en
Army of the Dead,2021,"Action,Crime,Fantasy",en
Those Who Wish Me Dead,2021,"Thriller,Action",en
The Woman in the Window,2021,"Drama,Crime,Mystery,Thriller",en
Spiral,2019,"Horror,Mystery,Thriller",en
Georgetown,2019,"Crime,Drama",en
Finding You,2021,"Romance,Drama",en
The Killing of Two Lovers,2021,"Drama,Thriller",en
616 Wilford Lane,2021,"Horror,Action",en
Dream Horse,2021,"Comedy,Drama",en
Blast Beat,2021,Drama,en
A Quiet Place Part II,2021,"Science Fiction,Thriller,Horror",en
Cruella,2021,"Comedy,Crime",en
Plan B,2021,Comedy,en
Changing the Game,2019,Documentary,en
Spirit Untamed,2021,"Animation,Adventure,Family,Western",en
The Conjuring: The Devil Made Me Do It,2021,"Horror,Mystery,Thriller",en
Gully,2021,"Drama,Crime",en
Flashback,2020,Thriller,en
Under the Stadium Lights,2021,Drama,en
Grace and Grit,2021,"Drama,Comedy,Romance",en
Awake,2021,"Drama,Science Fiction,Thriller",en
Infinite,2021,"Science Fiction,Action,Thriller",en
Peter Rabbit 2: The Runaway,2021,"Family,Comedy,Adventure,Animation,Fantasy",en
In the Heights,2021,"Drama,Romance",en
Wish Dragon,2021,"Animation,Family,Comedy,Fantasy",en
The Misfits,2021,"Action,Thriller",en
12 Mighty Orphans,2021,"History,Drama,Action",en
The House Next Door: Meet the Blacks 2,2021,"Comedy,Horror",en
Queen Bees,2021,"Romance,Comedy",en
Hitman's Wife's Bodyguard,2021,"Action,Comedy,Crime,Thriller",en
Luca,2021,"Animation,Comedy,Fantasy,Adventure,Family",en
Fatherhood,2021,"Drama,Comedy",en
The Birthday Cake,2021,"Crime,Thriller",en
Rita Moreno: Just a Girl Who Decided to Go for It,2021,Documentary,en
The Sparks Brothers,2021,"Documentary,Music",en
Truman & Tennessee: An Intimate Conversation,2021,Documentary,en
Love Spreads,2021,"Comedy,Drama,Music",en
A Crime on the Bayou,2021,Documentary,en
Good on Paper,2021,"Comedy,Romance",en
F9,2021,"Action,Adventure,Crime",en
The Ice Road,2021,"Action,Thriller",en
Werewolves Within,2021,"Horror,Comedy",en
False Positive,2021,"Horror,Mystery,Thriller",en
Lansky,2021,"Crime,Drama,Thriller",en
Mary J. Blige's My Life,2021,"Documentary,Music",en
Fathom,2021,Documentary,en
Rollers,2021,Comedy,en
America: The Motion Picture,2021,"Animation,Action,Comedy",en
Zola,2020,"Comedy,Crime",en
No Sudden Move,2021,"Crime,Drama,Mystery",en
The Tomorrow War,2021,"Action,Science Fiction,Adventure",en
The Boss Baby: Family Business,2021,"Animation,Comedy,Adventure,Family",en
The Forever Purge,2021,"Horror,Action,Thriller",en
Till Death,2021,"Horror,Thriller",en
Let Us In,2021,"Science Fiction,Thriller",en
Black Widow,2021,"Action,Adventure,Science Fiction",en
Gunpowder Milkshake,2021,"Action,Crime,Thriller",en
Space Jam: A New Legacy,2021,"Family,Animation,Comedy,Science Fiction",en
Escape Room: Tournament of Champions,2021,"Horror,Thriller,Mystery",en
Die in a Gunfight,2021,"Action,Comedy,Romance",en
Pig,2021,"Drama,Thriller",en
Out of Death,2021,"Action,Thriller",en
Roadrunner: A Film About Anthony Bourdain,2021,Documentary,en
How It Ends,2018,"Science Fiction,Thriller,Mystery,Action,Adventure",en
Trollhunters: Rise of the Titans,2021,"Animation,Fantasy,Family,Action,Adventure",en
Old,2021,"Thriller,Mystery,Horror",en
Joe Bell,2021,"Drama,Adventure",en
Jolt,2021,"Action,Thriller",en
Midnight in the Switchgrass,2021,"Crime,Mystery,Thriller,Action",en
Broken Diamonds,2021,Drama,en
Val,2021,Documentary,en
Ailey,2021,Documentary,en
Jungle Cruise,2021,"Action,Adventure,Fantasy",en
Vivo,2021,"Animation,Family,Comedy",en
Stillwater,2021,"Drama,Crime,Thriller",en
The Green Knight,2021,"Adventure,Drama,Fantasy",en
Nine Days,2021,"Drama,Fantasy",en
Ride the Eagle,2021,"Comedy,Drama",en
The Evening Hour,2021,Drama,en
Lorelei,2020,Drama,en
Enemies of the State,2021,Documentary,en
The Suicide Squad,2021,"Action,Comedy,Adventure",en
Naked Singularity,2021,"Crime,Drama",en
John and the Hole,2021,"Drama,Thriller",en
Playing God,2021,"Comedy,Drama",en
She Ball,2020,Drama,en
The Kissing Booth 3,2021,"Romance,Comedy",en
Homeroom,2021,Documentary,en
Free Guy,2021,"Comedy,Adventure,Science Fiction",en
Respect,2021,"Drama,Music,History",en
Beckett,2021,"Crime,Mystery,Thriller",en
Don't Breathe 2,2021,"Thriller,Horror",en
CODA,2021,"Drama,Music,Romance",en
Not Going Quietly,2021,Documentary,en
PAW Patrol: The Movie,2021,"Animation,Family,Adventure,Comedy",en
Reminiscence,2021,"Mystery,Science Fiction",en
The Protégé,2021,"Action,Thriller",en
Sweet Girl,2021,"Action,Thriller,Drama",en
The Loud House Movie,2021,"Animation,Family,Comedy,Adventure,Fantasy",en
The Night House,2021,"Drama,Horror,Mystery,Thriller",en
Flag Day,2021,"Drama,Thriller,Crime",en
Cryptozoo,2021,"Animation,Fantasy",en
Habit,2021,"Crime,Thriller,Comedy",en
Demonic,2021,"Drama,Horror,Science Fiction",en
The Witcher: Nightmare of the Wolf,2021,"Animation,Action,Fantasy",en
Really Love,2020,"Romance,Drama",en
Candyman,2021,"Horror,Mystery,Thriller",en
Vacation Friends,2021,Comedy,en
He's All That,2021,"Comedy,Romance",en
No Man of God,2021,"Crime,Drama,Thriller,History",en
Rushed,2021,"Mystery,Thriller,Horror,Drama",en
Afterlife of the Party,2021,"Fantasy,Comedy,Drama",en
Shang-Chi and the Legend of the Ten Rings,2021,"Action,Adventure,Fantasy",en
Worth,2021,"History,Drama",en
The Gateway,2021,"Drama,Thriller",en
Wild Indian,2021,"Thriller,Crime,Drama",en
We Need to Do Something,2021,"Horror,Mystery",en
Kate,2021,Action,en
Everybody's Talking About Jamie,2021,"Drama,Comedy",en
Malignant,2021,"Horror,Mystery,Thriller",en
Queenpins,2021,"Comedy,Crime",en
The Card Counter,2021,"Crime,Thriller,Drama",en
Come from Away,2021,"Comedy,Drama",en
The Voyeurs,2021,Thriller,en
Small Engine Repair,2021,"Drama,Comedy",en
Language Lessons,2021,"Drama,Comedy,Romance",en
Show Me the Father,2021,Documentary,en
Catch the Bullet,2021,"Western,Action",en
Bad Candy,2021,Horror,en
Generation Wrecks,2021,"Comedy,Drama",en
Nightbooks,2021,"Fantasy,Family,Horror",en
The Starling,2021,Drama,en
The Eyes of Tammy Faye,2021,"Drama,History",en
Cry Macho,2021,"Drama,Western",en
Copshop,2021,"Thriller,Crime,Action",en
Blue Bayou,2021,Drama,en
Prisoners of the Ghostland,2021,"Action,Fantasy,Horror",en
Best Sellers,2021,"Comedy,Drama",en
Lady of the Manor,2021,"Comedy,Fantasy",en
The Nowhere Inn,2021,"Comedy,Drama,Music",en
The Killing of Kenneth Chamberlain,2021,"Mystery,Thriller,Drama",en
Intrusion,2021,Thriller,en
My Little Pony: A New Generation,2021,"Animation,Family,Fantasy,Comedy,Adventure",en
Dear Evan Hansen,2021,Drama,en
The Guilty,2021,"Drama,Thriller",en
Birds of Paradise,2021,Drama,en
After We Fell,2021,"Romance,Drama",en
Venom: Let There Be Carnage,2021,"Science Fiction,Action,Adventure",en
The Many Saints of Newark,2021,Crime,en
The Addams Family 2,2021,"Animation,Adventure,Comedy,Family,Fantasy,Horror",en
Bingo Hell,2021,"Thriller,Horror",en
Black as Night,2021,"Horror,Thriller",en
Old Henry,2021,"Action,Western,Thriller",en
The Jesus Music,2021,"Documentary,Music",en
Mayday,2021,"Mystery,Fantasy,Thriller,Action,Drama",en
There's Someone Inside Your House,2021,"Thriller,Horror,Mystery",en
No Time to Die,2021,"Adventure,Action,Thriller",en
Mass,2021,Drama,en
South of Heaven,2021,Thriller,en
The Manor,2021,Horror,en
Madres,2021,Horror,en
Justin Bieber: Our World,2021,"Music,Documentary",en
Survive the Game,2021,"Action,Thriller,Crime",en
Halloween Kills,2021,"Horror,Thriller",en
The Last Duel,2021,"Action,Drama,History",en
Needle in a Timestack,2021,"Drama,Romance,Science Fiction",en
Hard Luck Love Song,2021,"Romance,Music,Drama,Thriller",en
"Introducing, Selma Blair",2021,Documentary,en
The Velvet Underground,2021,"Documentary,Music",en
Night Teeth,2021,"Horror,Thriller,Action",en
Dune,2021,"Science Fiction,Adventure",en
Ron's Gone Wrong,2021,"Animation,Science Fiction,Family,Comedy",en
The French Dispatch,2021,"Drama,Comedy",en
The Harder They Fall,2021,Western,en
The Electrical Life of Louis Wain,2021,"Drama,History,Comedy",en
Passing,2021,Drama,en
Antlers,2021,"Drama,Horror,Mystery",en
Army of Thieves,2021,"Action,Comedy,Crime",en
A Mouthful of Air,2021,Drama,en
Paranormal Activity: Next of Kin,2021,"Horror,Mystery,Thriller",en
The Spine of Night,2021,"Animation,Fantasy,Action,Horror",en
Violet,2021,Drama,en
Heart of Champions,2021,Drama,en
Eternals,2021,"Science Fiction,Action,Adventure",en
Red Notice,2021,"Action,Comedy,Crime,Thriller",en
Finch,2021,"Science Fiction,Drama,Adventure",en
Spencer,2021,Drama,en
Dangerous,2021,"Action,Thriller",en
Love Hard,2021,"Comedy,Romance",en
The Beta Test,2021,"Thriller,Horror,Comedy",en
Clifford the Big Red Dog,2021,"Family,Adventure,Comedy,Fantasy",en
Home Sweet Home Alone,2021,"Comedy,Crime,Family",en
Apex,2021,"Action,Thriller,Science Fiction",en
The Power of the Dog,2021,"Drama,Western",en
Bruised,2020,Drama,en
The Princess Switch 3: Romancing the Star,2021,"Romance,Comedy",en
Ghostbusters: Afterlife,2021,"Fantasy,Comedy,Adventure",en
King Richard,2021,"Drama,History",en
Extinct,2021,"Animation,Comedy,Family,Adventure",en
C'mon C'mon,2021,Drama,en
Black Friday,2021,"Horror,Comedy,Science Fiction",en
Zeros and Ones,2021,"War,Thriller",en
Friend of the World,2020,"Comedy,Science Fiction,Horror",en
Encanto,2021,"Animation,Comedy,Family,Fantasy",en
House of Gucci,2021,"Drama,Crime,History",en
The Unforgivable,2021,"Drama,Crime",en
Resident Evil: Welcome to Raccoon City,2021,"Horror,Science Fiction,Action",en
8-Bit Christmas,2021,"Family,Comedy",en
The Humans,2021,Drama,en
Licorice Pizza,2021,"Drama,Comedy",en
Single All the Way,2021,"Romance,Comedy",en
Back to the Outback,2021,"Animation,Family,Adventure,Comedy",en
Diary of a Wimpy Kid,2021,"Animation,Comedy,Family",en
Encounter,2021,"Science Fiction,Mystery,Thriller,Drama",en
Mixtape,2021,"Comedy,Family",en
Deadlock,2021,"Action,Thriller",en
West Side Story,2021,"Drama,Romance,Crime",en
Don't Look Up,2021,"Science Fiction,Comedy,Drama",en
National Champions,2021,Drama,en
Being the Ricardos,2021,"Drama,History",en
Red Rocket,2021,"Comedy,Drama",en
The Hating Game,2021,"Romance,Comedy",en
Rumble,2021,"Animation,Family",en
Spider-Man: No Way Home,2021,"Action,Adventure,Science Fiction",en
Nightmare Alley,2021,Thriller,en
The Lost Daughter,2021,Drama,en
The Tender Bar,2021,Drama,en
Mother/Android,2021,"Science Fiction,Thriller",en
Fortress,2021,"Action,Thriller,Crime",en
Sing 2,2021,"Animation,Family",en
The Matrix Resurrections,2021,"Science Fiction,Action,Adventure",en
The King's Man,2021,"Action,Adventure,Thriller",en
The Tragedy of Macbeth,2021,"Drama,War",en
A Journal for Jordan,2021,"Drama,Romance",en
American Underdog,2021,Drama,en
Memoria,2016,Drama,en
The Grudge,2019,"Horror,Mystery",en
Underwater,2020,"Horror,Science Fiction,Action,Adventure",en
Like a Boss,2020,Comedy,en
Three Christs,2017,Drama,en
Inherit the Viper,2019,"Crime,Thriller,Drama",en
The Sonata,2018,"Horror,Thriller,Mystery",en
The Murder of Nicole Brown Simpson,2020,"Thriller,Drama,Crime",en
Bad Boys for Life,2020,"Thriller,Action,Crime",en
Dolittle,2020,"Family,Fantasy,Adventure",en
A Fall from Grace,2020,"Drama,Thriller,Mystery",en
The Gentlemen,2020,"Comedy,Crime,Action",en
The Turning,2020,"Horror,Thriller",en
The Last Full Measure,2020,"War,Drama",en
John Henry,2020,"Drama,Thriller",en
The Rhythm Section,2020,"Action,Thriller",en
Gretel & Hansel,2020,"Fantasy,Horror,Mystery",en
The Assistant,2020,Drama,en
The Lodge,2020,"Drama,Horror,Thriller",en
Timmy Failure: Mistakes Were Made,2020,"Family,Mystery,Comedy,Fantasy",en
Horse Girl,2020,Drama,en
To All the Boys: P.S. I Still Love You,2020,"Romance,Comedy",en
Sonic the Hedgehog,2020,"Action,Science Fiction,Comedy,Family",en
Fantasy Island,2020,"Horror,Fantasy,Adventure,Mystery",en
The Photograph,2020,"Drama,Romance",en
Downhill,2020,"Drama,Comedy",en
Spy Intervention,2020,"Action,Adventure,Comedy",en
The Kindness of Strangers,2019,Drama,en
The Call of the Wild,2020,"Adventure,Family,Drama",en
The Last Thing He Wanted,2020,"Drama,Thriller",en
Brahms: The Boy II,2020,"Horror,Mystery,Thriller",en
The Night Clerk,2020,"Thriller,Crime,Drama",en
Impractical Jokers: The Movie,2020,Comedy,en
All the Bright Places,2020,"Romance,Drama",en
Wendy,2020,"Drama,Fantasy",en
Guns Akimbo,2020,"Comedy,Action",en
Onward,2020,"Family,Animation,Adventure,Comedy,Fantasy",en
Spenser Confidential,2020,"Comedy,Action,Thriller",en
The Banker,2020,Drama,en
The Burnt Orange Heresy,2020,Thriller,en
Swallow,2020,"Drama,Thriller",en
First Cow,2019,"Drama,Western",en
Bloodshot,2020,"Action,Science Fiction,Adventure",en
The Hunt,2020,"Action,Thriller,Horror",en
I Still Believe,2020,"Music,Drama,Romance",en
Lost Girls,2020,"Drama,Mystery,Thriller,History",en
Stargirl,2020,"Comedy,Drama,Romance,Family",en
The Roads Not Taken,2020,Drama,en
Never Rarely Sometimes Always,2020,Drama,en
Big Time Adolescence,2020,Comedy,en
Lost Transmissions,2020,Drama,en
Resistance,2020,"War,History,Drama",en
Uncorked,2020,"Drama,Comedy",en
Vivarium,2019,"Science Fiction,Thriller,Mystery,Horror",en
Coffee & Kareem,2020,"Comedy,Action,Crime",en
Trolls World Tour,2020,"Family,Animation,Comedy,Fantasy,Adventure,Music",en
Love Wedding Repeat,2020,"Comedy,Romance",en
The Main Event,2020,"Family,Comedy",en
We Summon the Darkness,2020,"Horror,Thriller",en
The Lost Husband,2020,"Drama,Romance",en
Corona Zombies,2020,"Horror,Comedy",en
Sergio,2020,Drama,en
The Willoughbys,2020,"Animation,Comedy,Family",en
Braking for Whales,2019,"Drama,Comedy",en
Bad Education,2019,"Drama,Crime,History",en
Dangerous Lies,2020,Thriller,en
All Day and a Night,2020,Drama,en
The Wretched,2020,"Horror,Mystery,Thriller",en
The Half of It,2020,"Comedy,Romance,Drama",en
Arkansas,2020,"Crime,Thriller",en
Capone,2020,"Crime,Drama",en
The Wrong Missy,2020,"Comedy,Romance",en
Scoob!,2020,"Animation,Comedy,Family,Mystery",en
Blood and Money,2020,"Thriller,Crime,Drama,Action",en
Body Cam,2020,"Horror,Thriller,Mystery",en
The Lovebirds,2020,"Comedy,Action,Romance",en
Inheritance,2020,Thriller,en
Survive the Night,2020,"Action,Thriller",en
The Wanting Mare,2021,"Drama,Fantasy,Romance,Science Fiction",en
The High Note,2020,"Romance,Comedy,Music,Drama",en
Shirley,2020,"Drama,Thriller",en
The Last Days of American Crime,2020,"Action,Crime,Thriller",en
Becky,2020,"Thriller,Horror,Action",en
Think Like a Dog,2020,"Family,Comedy,Drama",en
Da 5 Bloods,2020,"War,Drama",en
Artemis Fowl,2020,"Adventure,Fantasy,Science Fiction,Family,Action",en
The King of Staten Island,2020,"Comedy,Drama",en
Sniper: Assassin's End,2020,Action,en
You Should Have Left,2020,"Horror,Thriller",en
Wasp Network,2020,"Drama,History,Thriller",en
Feel the Beat,2020,"Comedy,Music,Drama",en
7500,2019,"Action,Drama,Thriller",en
Athlete A,2020,Documentary,en
Eurovision Song Contest: The Story of Fire Saga,2020,"Comedy,Music",en
Irresistible,2020,"Comedy,Drama",en
My Spy,2020,"Family,Action,Comedy",en
We Bare Bears: The Movie,2020,"Animation,Adventure,Family,Comedy,TV Movie",en
Hamilton,2020,"History,Drama",en
Relic,2020,"Horror,Drama,Mystery,Thriller",en
Desperados,2020,"Comedy,Romance",en
The Old Guard,2020,"Action,Fantasy",en
Money Plane,2020,"Action,Crime,Thriller",en
Greyhound,2020,"War,Action,Drama",en
Palm Springs,2020,"Comedy,Romance,Science Fiction",en
Fatal Affair,2020,Thriller,en
The Silencing,2020,"Thriller,Action",en
A Nice Girl Like You,2020,"Comedy,Romance",en
Ghosts of War,2020,"Horror,Thriller,War,Fantasy",en
Animal Crackers,2017,"Comedy,Animation,Adventure",en
The Kissing Booth 2,2020,"Comedy,Romance",en
The Rental,2020,Horror,en
Deep Blue Sea 3,2020,"Action,Horror,Science Fiction",en
Black Is King,2020,Music,en
Summerland,2020,"Drama,War,Romance",en
She Dies Tomorrow,2020,Drama,en
An American Pickle,2020,"Comedy,Drama",en
The Tax Collector,2020,"Action,Crime,Drama",en
Waiting for the Barbarians,2019,"Drama,History",en
Project Power,2020,"Action,Crime,Science Fiction",en
Magic Camp,2020,"Family,Fantasy,Comedy",en
Spree,2020,"Thriller,Horror,Comedy",en
Boys State,2020,Documentary,en
The One and Only Ivan,2020,"Family,Comedy,Drama",en
Unhinged,2020,"Action,Thriller",en
Tesla,2020,"History,Drama",en
Cut Throat City,2020,"Action,Crime,Drama,Thriller",en
Words on Bathroom Walls,2020,"Drama,Romance",en
Hard Kill,2020,"Action,Thriller",en
Chemical Hearts,2020,"Drama,Romance",en
Tenet,2020,"Action,Thriller,Science Fiction",en
Bill & Ted Face the Music,2020,"Comedy,Science Fiction,Adventure",en
The New Mutants,2020,"Science Fiction,Horror,Action,Mystery,Adventure",en
The Personal History of David Copperfield,2019,Comedy,en
I'm Thinking of Ending Things,2020,"Drama,Fantasy,Mystery,Thriller",en
Centigrade,2020,Thriller,en
Fatima,2020,Drama,en
"Love, Guaranteed",2020,"Romance,Comedy",en
Critical Thinking,2020,Drama,en
The Owners,2020,"Thriller,Horror",en
Guest House,2020,Comedy,en
The Babysitter: Killer Queen,2020,"Comedy,Horror",en
Unpregnant,2020,"Drama,Comedy",en
The Devil All the Time,2020,"Crime,Drama,Thriller",en
The Broken Hearts Gallery,2020,"Comedy,Romance",en
I Met a Girl,2020,"Romance,Drama,Comedy",en
Rent-A-Pal,2020,"Horror,Thriller",en
The Secrets We Keep,2020,"Thriller,History,Drama",en
Antebellum,2020,Horror,en
The Nest,2020,Drama,en
Lost Girls & Love Hotels,2020,Drama,en
Killian & the Comeback Kids,2020,"Drama,Music",en
Enola Holmes,2020,"Adventure,Mystery,Comedy,Crime",en
The Trial of the Chicago 7,2020,"Drama,History",en
Ava,2020,"Action,Crime,Drama,Adventure,Thriller",en
Kajillionaire,2020,"Crime,Drama,Comedy",en
The Last Shift,2020,"Comedy,Drama",en
Sightless,2020,"Thriller,Horror",en
The Boys in the Band,2020,Drama,en
The Glorias,2020,Drama,en
On the Rocks,2020,"Drama,Comedy",en
Spontaneous,2020,"Comedy,Horror",en
Vampires vs. the Bronx,2020,"Comedy,Horror",en
Death of Me,2020,"Horror,Mystery",en
American Pie Presents: Girls' Rules,2020,Comedy,en
The Lie,2018,"Drama,Mystery,Thriller",en
Black Box,2020,"Horror,Science Fiction,Thriller",en
Hubie Halloween,2020,"Comedy,Mystery,Horror",en
Books of Blood,2020,"Horror,Science Fiction",en
Charm City Kings,2020,Drama,en
The War with Grandpa,2020,"Comedy,Family",en
A Rainy Day in New York,2019,"Comedy,Romance",en
Yellow Rose,2020,"Drama,Music",en
Nocturne,2020,"Horror,Mystery,Thriller,Music",en
Evil Eye,2020,"Mystery,Thriller,Horror",en
A Babysitter's Guide to Monster Hunting,2020,"Family,Fantasy,Adventure,Comedy",en
Love and Monsters,2020,"Comedy,Action,Adventure,Fantasy",en
Honest Thief,2020,"Thriller,Action,Crime,Drama",en
Clouds,2020,"Music,Drama,Romance",en
The Devil Has a Name,2019,"Drama,Comedy,Thriller",en
The Kid Detective,2020,"Comedy,Drama,Mystery",en
Alone,2020,"Thriller,Horror",en
2 Hearts,2020,"Romance,Drama",en
The Opening Act,2020,Comedy,en
Tremors: Shrieker Island,2020,"Action,Horror",en
Over the Moon,2020,"Animation,Adventure,Family,Fantasy",en
Borat Subsequent Moviefilm,2020,Comedy,en
After We Collided,2020,"Romance,Drama",en
The Empty Man,2020,"Horror,Mystery,Thriller",en
Synchronic,2020,"Science Fiction,Drama,Thriller,Horror",en
Bad Hair,2021,"Horror,Comedy",en
Friendsgiving,2020,Comedy,en
The Craft: Legacy,2020,"Horror,Drama,Fantasy",en
Holidate,2020,"Comedy,Romance",en
Come Play,2020,"Horror,Mystery,Thriller",en
His House,2020,"Horror,Thriller",en
Spell,2020,"Thriller,Horror,Fantasy",en
Jungleland,2020,Drama,en
Let Him Go,2020,"Drama,Thriller,Crime,Western",en
The Informer,2019,"Drama,Crime,Thriller",en
The Dark and the Wicked,2020,"Horror,Drama,Mystery",en
Hillbilly Elegy,2020,Drama,en
Mank,2020,"Drama,History",en
Freaky,2020,"Comedy,Fantasy,Horror,Thriller",en
Jingle Jangle: A Christmas Journey,2020,"Family,Fantasy,Music",en
Dreamland,2019,"Drama,Thriller",en
Fatman,2020,"Action,Comedy,Fantasy",en
The Climb,2019,Comedy,en
Chick Fight,2020,"Action,Comedy",en
The Princess Switch: Switched Again,2020,"Family,Romance,Comedy",en
Run,2020,"Thriller,Horror,Drama",en
Sound of Metal,2020,Drama,en
Jiu Jitsu,2020,"Action,Science Fiction,Fantasy",en
Buddy Games,2019,Comedy,en
The Croods: A New Age,2020,"Animation,Family,Adventure,Fantasy,Comedy",en
Happiest Season,2020,"Romance,Comedy",en
Ma Rainey's Black Bottom,2020,"Drama,Music",en
Uncle Frank,2020,Drama,en
Folklore: The Long Pond Studio Sessions,2020,"Music,Documentary",en
Superintelligence,2020,"Comedy,Science Fiction,Romance",en
Life in a Year,2020,"Drama,Romance",en
The Prom,2020,"Romance,Comedy",en
All My Life,2020,"Romance,Drama",en
Godmothered,2020,"Family,Fantasy,Comedy",en
Half Brothers,2020,"Comedy,Drama",en
Wander,2020,"Thriller,Crime,Mystery",en
Black Bear,2020,"Drama,Comedy,Thriller",en
Let Them All Talk,2020,"Comedy,Drama",en
The Midnight Sky,2020,"Science Fiction,Drama",en
Songbird,2020,"Thriller,Romance,Drama,Mystery",en
Wild Mountain Thyme,2020,"Romance,Drama",en
Safety,2020,"Family,Drama,History",en
Wander Darkly,2020,"Romance,Drama",en
I'm Your Woman,2020,"Crime,Drama",en
The Stand In,2020,Comedy,en
Archenemy,2020,"Action,Thriller,Crime,Science Fiction",en
Farewell Amor,2020,"Romance,Drama",en
Monster Hunter,2020,"Action,Fantasy,Adventure",en
Greenland,2020,"Action,Thriller,Drama",en
Fatale,2020,"Drama,Thriller",en
Skylines,2020,"Science Fiction,Action",en
Hunter Hunter,2020,"Horror,Thriller,Mystery",en
Breach,2020,"Science Fiction,Action,Horror,Adventure",en
Sylvie's Love,2020,"Romance,Drama",en
Wonder Woman 1984,2020,"Action,Adventure,Fantasy",en
Soul,2020,"Animation,Family,Comedy,Fantasy,Drama",en
We Can Be Heroes,2020,"Family,Action,Fantasy,Comedy",en
News of the World,2020,"Drama,Western,Adventure,Action",en
One Night in Miami...,2020,Drama,en
Promising Young Woman,2020,"Thriller,Crime,Drama",en
Pieces of a Woman,2020,Drama,en
Escape Room,2019,"Horror,Thriller,Mystery",en
Rust Creek,2019,"Thriller,Drama,Action,Crime",en
American Hangman,2019,Thriller,en
A Dog's Way Home,2019,"Drama,Adventure,Family",en
The Upside,2019,"Comedy,Drama",en
Replicas,2018,"Science Fiction,Thriller,Drama",en
After Darkness,2019,"Drama,Family,Thriller,Science Fiction",en
Glass,2019,"Thriller,Drama,Science Fiction",en
Close,2019,"Action,Adventure,Thriller",en
The Standoff at Sparrow Creek,2019,"Drama,Thriller,Mystery",en
The Final Wish,2019,Horror,en
The Kid Who Would Be King,2019,"Action,Adventure,Fantasy,Family",en
I Am Mother,2019,"Science Fiction,Thriller",en
The Vast of Night,2019,"Mystery,Science Fiction,Thriller,Drama",en
Miss Bala,2019,Action,en
Velvet Buzzsaw,2019,"Thriller,Mystery,Horror",en
Piercing,2018,"Horror,Thriller,Mystery",en
The Lego Movie 2: The Second Part,2019,"Action,Adventure,Animation,Comedy,Family",en
What Men Want,2019,"Comedy,Romance",en
Cold Pursuit,2019,"Action,Crime,Thriller",en
High Flying Bird,2019,Drama,en
The Prodigy,2019,"Horror,Thriller",en
Isn't It Romantic,2019,"Comedy,Fantasy,Romance",en
Happy Death Day 2U,2019,"Comedy,Horror,Science Fiction",en
Alita: Battle Angel,2019,"Action,Science Fiction,Adventure",en
How to Train Your Dragon: The Hidden World,2019,"Animation,Family,Adventure",en
